Wall time,Step,Value
1732207386.984907,0,1.140002727508545
1732207639.186319,1,0.9712526798248291
1732207669.618403,2,0.9503582715988159
1732207700.221559,3,0.9367614388465881
1732207730.565862,4,0.9267486333847046
1732207761.154419,5,0.9191490411758423
1732207789.736701,6,0.912097156047821
1732207822.489394,7,0.906815767288208
1732207854.213876,8,0.9014632701873779
1732207880.831289,9,0.8972128629684448
1732207903.058072,10,0.8930813074111938
1732207925.312596,11,0.8899863362312317
1732207947.587982,12,0.8867142796516418
1732207978.343476,13,0.8844479918479919
1732208009.765648,14,0.8813349604606628
1732208040.578122,15,0.8792778253555298
1732208071.540496,16,0.8765166401863098
1732208101.953774,17,0.8739731907844543
1732208132.603106,18,0.8717231750488281
1732208163.206655,19,0.8698058724403381
1732208193.692354,20,0.8679115176200867
1732208224.349861,21,0.8659475445747375
1732208254.668377,22,0.86424320936203
1732208285.28472,23,0.8610356450080872
1732208315.614001,24,0.8602009415626526
1732208346.218989,25,0.859457790851593
1732208376.608081,26,0.8585779666900635
1732208407.279816,27,0.8579756021499634
1732208437.676142,28,0.8571974635124207
1732208468.320461,29,0.856401264667511
1732208498.975245,30,0.8557376265525818
1732208529.363478,31,0.8552058339118958
1732208559.964852,32,0.8544683456420898
1732208590.371774,33,0.8536929488182068
1732208621.007373,34,0.8532299399375916
1732208651.38418,35,0.8518361449241638
1732208682.023673,36,0.8515889644622803
1732208712.40533,37,0.8513443470001221
1732208743.039202,38,0.8509473204612732
1732208773.650511,39,0.850712776184082
1732208804.016344,40,0.8504878282546997
1732208834.680552,41,0.8502069711685181
1732208865.05008,42,0.8498884439468384
1732208895.683464,43,0.8496001958847046
1732208926.04034,44,0.8492778539657593
1732208956.698993,45,0.8491166830062866
1732208987.106982,46,0.8487318158149719
1732209017.710048,47,0.8483043909072876
1732209048.318534,48,0.8480595350265503
1732209078.638063,49,0.847878098487854
1732209109.23384,50,0.8477752208709717
1732209139.575545,51,0.8477644920349121
1732209170.169584,52,0.8475781679153442
1732209200.524532,53,0.8475329875946045
1732209231.205355,54,0.8472598791122437
1732209261.583935,55,0.8472574353218079
1732209292.212543,56,0.8469690680503845
1732209322.608453,57,0.8468645811080933
1732209353.261207,58,0.8467524647712708
1732209383.898395,59,0.8466818928718567
1732209414.28918,60,0.8465769290924072
1732209444.888108,61,0.8465558290481567
1732209475.248554,62,0.8463206887245178
1732209505.879547,63,0.8461161851882935
1732209536.32505,64,0.8461344838142395
1732209566.988936,65,0.8458852171897888
1732209597.416864,66,0.84575355052948
1732209628.045507,67,0.8457177877426147
1732209658.696478,68,0.8455078601837158
1732209689.124214,69,0.8456992506980896
1732209719.772429,70,0.845434308052063
1732209750.138082,71,0.8453513979911804
1732209780.780597,72,0.845263659954071
1732209809.035182,73,0.8452523350715637
1732209841.777081,74,0.8452304005622864
1732209873.639042,75,0.845228374004364
1732209901.364053,76,0.8452114462852478
1732209923.596343,77,0.8452375531196594
1732209945.8753,78,0.8451167345046997
1732209968.103242,79,0.8450466990470886
1732209997.61045,80,0.8451349139213562
1732210029.02859,81,0.8450892567634583
1732210059.805854,82,0.8450413942337036
1732210090.774814,83,0.8448691964149475
1732210121.175915,84,0.8449636697769165
1732210151.758125,85,0.8449901938438416
1732210182.416123,86,0.8447961807250977
1732210212.837219,87,0.8448991179466248
1732210243.480977,88,0.8449122309684753
1732210273.899685,89,0.844732403755188
1732210304.529108,90,0.8447213768959045
1732210334.890968,91,0.8448743224143982
1732210365.568952,92,0.8446142077445984
1732210395.932668,93,0.8446267247200012
1732210426.614873,94,0.8446245193481445
1732210457.267717,95,0.8446431756019592
1732210487.631554,96,0.8446363210678101
1732210518.250026,97,0.8445422649383545
1732210548.645017,98,0.844499945640564
1732210579.302957,99,0.8445006012916565
1732210609.74541,100,0.8444918990135193
1732210862.487727,101,0.8445398211479187
