Wall time,Step,Value
1732115270.555787,0,1.099359154701233
1732115545.065509,1,0.9454098343849182
1732115575.07487,2,0.9264693260192871
1732115605.244585,3,0.9151426553726196
1732115635.16819,4,0.9071983695030212
1732115665.230544,5,0.899290144443512
1732115695.204152,6,0.8923532366752625
1732115725.349809,7,0.8869466185569763
1732115755.257314,8,0.8828012943267822
1732115785.355778,9,0.8775083422660828
1732115815.317384,10,0.872297465801239
1732115845.471697,11,0.868438184261322
1732115875.660209,12,0.8625814914703369
1732115905.5547,13,0.858607292175293
1732115935.796917,14,0.8548985719680786
1732115965.977725,15,0.8520978689193726
1732115996.515457,16,0.8494168519973755
1732116026.74521,17,0.8471943736076355
1732116057.50995,18,0.8438019752502441
1732116087.7455,19,0.8409193754196167
1732116118.625999,20,0.8381072282791138
1732116149.54269,21,0.8356024026870728
1732116179.769822,22,0.8334667086601257
1732116210.136917,23,0.8302146792411804
1732116240.330364,24,0.8290722370147705
1732116270.794041,25,0.8279567360877991
1732116300.915016,26,0.8270446062088013
1732116331.447218,27,0.8260964751243591
1732116361.796205,28,0.8251699805259705
1732116392.039286,29,0.8242449164390564
1732116422.085423,30,0.8233898282051086
1732116452.27315,31,0.822510302066803
1732116482.547001,32,0.8216326236724854
1732116512.567952,33,0.8208438158035278
1732116542.814245,34,0.8200730085372925
1732116572.906825,35,0.8187115788459778
1732116603.244651,36,0.818406879901886
1732116633.759583,37,0.8180421590805054
1732116664.632389,38,0.8175792098045349
1732116695.276455,39,0.8171607851982117
1732116726.096569,40,0.816754162311554
1732116756.552735,41,0.8164050579071045
1732116786.933429,42,0.8159731030464172
1732116817.575433,43,0.8156486749649048
1732116847.931004,44,0.8152981400489807
1732116878.460963,45,0.8150262832641602
1732116908.7424,46,0.814570426940918
1732116939.215447,47,0.8140104413032532
1732116969.490848,48,0.8136854767799377
1732117000.176983,49,0.8135165572166443
1732117030.837058,50,0.8133503198623657
1732117061.687884,51,0.8131288290023804
1732117092.374141,52,0.8129894733428955
1732117122.687266,53,0.8128690123558044
1732117153.085987,54,0.8126999735832214
1732117178.917786,55,0.8124180436134338
1732117210.255111,56,0.8123422265052795
1732117242.754696,57,0.812115490436554
1732117273.628418,58,0.8119651079177856
1732117296.062802,59,0.8117239475250244
1732117318.53058,60,0.8115747570991516
1732117341.219871,61,0.8114478588104248
1732117368.627058,62,0.8112780451774597
1732117400.385109,63,0.8111501336097717
1732117431.131725,64,0.8110400438308716
1732117462.397936,65,0.8105965256690979
1732117493.226238,66,0.8104848265647888
1732117523.944299,67,0.8104568123817444
1732117554.717123,68,0.8104336261749268
1732117585.070972,69,0.810250461101532
1732117615.455704,70,0.8102319836616516
1732117645.773082,71,0.8100783824920654
1732117677.007098,72,0.8100293874740601
1732117707.272216,73,0.810004711151123
1732117737.942871,74,0.8100218176841736
1732117768.320938,75,0.8098413348197937
1732117798.545577,76,0.8098798990249634
1732117829.044156,77,0.8098151683807373
1732117859.294201,78,0.8097718358039856
1732117889.954478,79,0.8098359704017639
1732117920.06808,80,0.809705913066864
1732117950.51904,81,0.8095816373825073
1732117980.687748,82,0.8096281886100769
1732118011.295351,83,0.8095640540122986
1732118041.862456,84,0.8095961809158325
1732118072.14329,85,0.8096124529838562
1732118102.915708,86,0.809476912021637
1732118133.254895,87,0.8093441724777222
1732118163.850006,88,0.8093942403793335
1732118194.375412,89,0.809347927570343
1732118225.014357,90,0.809276282787323
1732118255.432096,91,0.8092418313026428
1732118286.13688,92,0.8092970848083496
1732118316.766017,93,0.8091978430747986
1732118347.737396,94,0.8091303706169128
1732118378.721992,95,0.8091012835502625
1732118408.807202,96,0.8089747428894043
1732118439.074605,97,0.8090010285377502
1732118469.122732,98,0.809003472328186
1732118499.380882,99,0.808971643447876
1732118529.492243,100,0.8088944554328918
1732118803.100164,101,0.8088265657424927
