Wall time,Step,Value
1731960940.937032,0,1.4283218383789062
1731961062.566771,1,1.1025559902191162
1731961133.933758,2,1.0460715293884277
1731961210.392445,3,1.0143394470214844
1731961331.683733,4,0.9924427270889282
1731961409.647807,5,0.9762322306632996
1731961484.945777,6,0.9628199338912964
1731961632.12123,7,0.9521600008010864
1731961708.78429,8,0.9429515600204468
1731961786.476505,9,0.9350497722625732
1731961907.956469,10,0.9282003045082092
1731961985.837391,11,0.922181248664856
1731962064.528037,12,0.9166096448898315
1731962210.77279,13,0.9116836190223694
1731962288.011565,14,0.9071106314659119
1731962365.175977,15,0.902952253818512
1731962487.560372,16,0.8990893363952637
1731962566.336212,17,0.8955096006393433
1731962644.015671,18,0.8919690847396851
1731962790.905468,19,0.8887873888015747
1731962871.289684,20,0.8858301043510437
1731962950.813027,21,0.8829151391983032
1731963101.484827,22,0.8801195621490479
1731963182.160468,23,0.8779664039611816
1731963262.86629,24,0.8766162991523743
1731963387.215835,25,0.8754662871360779
1731963469.62156,26,0.8742567896842957
1731963550.033884,27,0.8732671737670898
1731963674.790789,28,0.8720612525939941
1731963755.014112,29,0.87094646692276
1731963836.446845,30,0.8697677850723267
1731963986.857179,31,0.8688980937004089
1731964068.979034,32,0.8678632974624634
1731964151.181899,33,0.8667747378349304
1731964304.714799,34,0.8658129572868347
1731964387.380125,35,0.8648678064346313
1731964468.463378,36,0.86436927318573
1731964621.93563,37,0.8640015721321106
1731964704.383737,38,0.8635441660881042
1731964786.255581,39,0.8630581498146057
1731964913.99113,40,0.8625684380531311
1731964996.821078,41,0.8621280789375305
1731965080.398745,42,0.8617029786109924
1731965233.786731,43,0.8612772226333618
1731965317.125069,44,0.8608537316322327
1731965399.752109,45,0.8604534864425659
1731965551.355891,46,0.8600468635559082
1731965634.261344,47,0.8596269488334656
1731965717.84707,48,0.8593217730522156
1731965869.554303,49,0.8591656684875488
1731965954.559869,50,0.8588962554931641
1731966038.789008,51,0.8587367534637451
1731966194.146083,52,0.8585272431373596
1731966277.689143,53,0.8583647012710571
1731966362.658789,54,0.8580618500709534
1731966515.809701,55,0.8579977750778198
1731966598.846471,56,0.8577088117599487
1731966684.667031,57,0.8575719594955444
1731966839.301518,58,0.8573242425918579
1731966924.142179,59,0.8571327924728394
1731967006.506046,60,0.8570058941841125
1731967159.785583,61,0.8567225933074951
1731967241.26261,62,0.8565281629562378
1731967325.38219,63,0.8563700318336487
1731967479.039884,64,0.8561304807662964
1731967563.317251,65,0.855979859828949
1731967648.508715,66,0.8558756113052368
1731967804.471409,67,0.855811357498169
1731967889.427222,68,0.8557079434394836
1731967973.716735,69,0.8556199669837952
1731968104.005282,70,0.8555195927619934
1731968188.485959,71,0.8553340435028076
1731968273.798547,72,0.8553406596183777
1731968428.013173,73,0.8553491830825806
1731968512.466773,74,0.8553543090820312
1731968597.103163,75,0.8552893996238708
1731968753.022561,76,0.8551462888717651
1731968837.919789,77,0.8550353646278381
1731968921.117173,78,0.8550989031791687
1731969077.372595,79,0.8549873232841492
1731969163.683728,80,0.8549993634223938
1731969249.41884,81,0.8550194501876831
1731969378.748667,82,0.8548557162284851
1731969465.667387,83,0.8548648953437805
1731969550.165396,84,0.8547801375389099
1731969681.929291,85,0.8548458814620972
1731969765.311376,86,0.8546567559242249
1731969850.76202,87,0.8546645045280457
1731970004.606177,88,0.8545456528663635
1731970088.573094,89,0.8545230031013489
1731970172.727279,90,0.8544442057609558
1731970328.682826,91,0.8543909192085266
1731970415.685275,92,0.8544637560844421
1731970501.679923,93,0.8543761372566223
1731970657.729926,94,0.8543232083320618
1731970742.359265,95,0.8541825413703918
1731970826.291055,96,0.8542817234992981
1731970951.918091,97,0.8541550636291504
1731971036.893312,98,0.8541682958602905
1731971123.832414,99,0.8542417287826538
1731971279.220508,100,0.8540210723876953
1731971364.235497,101,0.8540924191474915
