Wall time,Step,Value
1732030453.429986,0,1.3762644529342651
1732030784.845006,1,1.0730013847351074
1732030922.168486,2,1.0208489894866943
1732031060.254758,3,0.990906834602356
1732031352.616036,4,0.9703452587127686
1732031493.161421,5,0.954973578453064
1732031628.068916,6,0.942318856716156
1732031925.3009,7,0.9319851398468018
1732032059.894535,8,0.9233008027076721
1732032195.200616,9,0.9154341816902161
1732032526.390319,10,0.9087044596672058
1732032653.603337,11,0.9024267792701721
1732032783.894943,12,0.8966140151023865
1732033074.88605,13,0.8915276527404785
1732033204.788191,14,0.8866405487060547
1732033336.386834,15,0.8821399807929993
1732033628.434646,16,0.8777645230293274
1732033763.235942,17,0.8738030195236206
1732033896.206564,18,0.8699156045913696
1732034190.273706,19,0.8663447499275208
1732034324.594274,20,0.8626767992973328
1732034462.325558,21,0.8591499924659729
1732034759.712839,22,0.8560858368873596
1732034898.003006,23,0.8531331419944763
1732035031.417805,24,0.8517168760299683
1732035362.257588,25,0.8502143621444702
1732035496.476048,26,0.8487069010734558
1732035627.05385,27,0.8473197221755981
1732035921.24187,28,0.8458935618400574
1732036054.445898,29,0.8444247245788574
1732036192.185937,30,0.8431549072265625
1732036519.603189,31,0.8417894840240479
1732036656.817833,32,0.8403946161270142
1732036792.364699,33,0.8390743136405945
1732037124.077017,34,0.8377395868301392
1732037252.96731,35,0.8365615010261536
1732037382.252012,36,0.8359191417694092
1732037707.644388,37,0.8352441191673279
1732037836.963907,38,0.8346810936927795
1732037967.242421,39,0.8341444730758667
1732038256.236634,40,0.8335344791412354
1732038387.609792,41,0.8329013586044312
1732038514.495017,42,0.8322556018829346
1732038837.651726,43,0.8317350745201111
1732038962.768721,44,0.8311541676521301
1732039092.205395,45,0.8305799961090088
1732039416.493916,46,0.8298725485801697
1732039544.800253,47,0.8294419050216675
1732039674.068338,48,0.8290525078773499
1732039998.597554,49,0.8288291096687317
1732040124.621067,50,0.828564465045929
1732040253.448151,51,0.8282212615013123
1732040577.191093,52,0.8279502391815186
1732040705.839008,53,0.8276330232620239
1732040834.322595,54,0.8273717761039734
1732041121.911658,55,0.8270612359046936
1732041250.848176,56,0.8267992734909058
1732041376.633422,57,0.8265200257301331
1732041660.359423,58,0.826237678527832
1732041788.626387,59,0.8260379433631897
1732041918.32357,60,0.8257799744606018
1732042243.983117,61,0.8254672288894653
1732042371.932037,62,0.8251668214797974
1732042498.755881,63,0.8250116109848022
1732042825.73497,64,0.8246309757232666
1732042955.067265,65,0.8243368268013
1732043085.064476,66,0.8241515159606934
1732043411.318822,67,0.8241355419158936
1732043541.17719,68,0.824004054069519
1732043669.878843,69,0.8237541913986206
1732043995.902618,70,0.8236865997314453
1732044126.366498,71,0.8236228823661804
1732044255.877372,72,0.8236032724380493
1732044579.408875,73,0.8234832882881165
1732044709.34846,74,0.8233096599578857
1732044837.328393,75,0.8233126997947693
1732045126.46413,76,0.8233858346939087
1732045256.329183,77,0.823095977306366
1732045386.452585,78,0.8231701850891113
1732045712.883744,79,0.8231074810028076
1732045843.534311,80,0.8229668140411377
1732045971.961667,81,0.8229053616523743
1732046258.491932,82,0.8227982521057129
1732046387.295996,83,0.8227789402008057
1732046513.424487,84,0.8227237462997437
1732046800.635965,85,0.8226006627082825
1732046928.921192,86,0.8224998116493225
1732047059.870395,87,0.8225142359733582
1732047385.934029,88,0.8225273489952087
1732047517.469075,89,0.8224634528160095
1732047646.787982,90,0.8222051858901978
1732047936.401179,91,0.8222116231918335
1732048064.124801,92,0.8223195672035217
1732048193.80839,93,0.8221455812454224
1732048519.437951,94,0.8221561908721924
1732048648.370911,95,0.8220279812812805
1732048776.6275,96,0.821955680847168
1732049100.902783,97,0.8218470215797424
1732049229.020265,98,0.8218405842781067
1732049357.74392,99,0.821760356426239
1732049644.764473,100,0.8216192722320557
1732049772.58903,101,0.8215803503990173
