Wall time,Step,Value
1732051669.837308,0,1.3374297618865967
1732052336.524763,1,1.0535056591033936
1732052604.10027,2,1.0016437768936157
1732052872.705613,3,0.9721824526786804
1732053492.402679,4,0.9518210291862488
1732053757.62311,5,0.9361346960067749
1732054024.872348,6,0.9235262274742126
1732054691.325336,7,0.9129400253295898
1732054966.441671,8,0.9034382700920105
1732055239.84802,9,0.8951413631439209
1732055907.509496,10,0.887518048286438
1732056171.785598,11,0.8806628584861755
1732056441.837305,12,0.8740386962890625
1732057065.006117,13,0.8678902983665466
1732057339.046933,14,0.8620402812957764
1732057610.828899,15,0.8566089272499084
1732058276.525816,16,0.851341724395752
1732058551.768383,17,0.8462988138198853
1732058829.626318,18,0.8412604928016663
1732059498.711621,19,0.8365212082862854
1732059771.419558,20,0.8319778442382812
1732060042.593638,21,0.8276388049125671
1732060664.61242,22,0.8232550621032715
1732060938.511932,23,0.8195626139640808
1732061214.573921,24,0.8174696564674377
1732061839.441125,25,0.815589427947998
1732062108.488563,26,0.8134480118751526
1732062378.302134,27,0.8115221858024597
1732063010.274342,28,0.8096294403076172
1732063281.634751,29,0.8077322840690613
1732063553.443779,30,0.8059472441673279
1732064217.310291,31,0.8040148019790649
1732064485.905027,32,0.8021460771560669
1732064762.501309,33,0.8002955913543701
1732065436.045129,34,0.7986136078834534
1732065711.483336,35,0.7969949841499329
1732065985.944883,36,0.796164870262146
1732066606.685093,37,0.7952051758766174
1732066877.457386,38,0.7942724823951721
1732067153.054346,39,0.7935611009597778
1732067823.35216,40,0.7927567958831787
1732068097.39324,41,0.7918848991394043
1732068367.045159,42,0.7910032272338867
1732068996.508642,43,0.7901748418807983
1732069264.418368,44,0.7893908619880676
1732069528.891266,45,0.788617730140686
1732070155.299423,46,0.7877899408340454
1732070426.966376,47,0.7870622873306274
1732070691.932978,48,0.7865371108055115
1732071353.94585,49,0.7860761880874634
1732071619.653923,50,0.7857248783111572
1732071881.981112,51,0.785359799861908
1732072538.229388,52,0.7849013805389404
1732072798.831601,53,0.7845456004142761
1732073057.183918,54,0.7842050194740295
1732073720.203771,55,0.7837487459182739
1732073985.971879,56,0.783350944519043
1732074243.760876,57,0.7830812335014343
1732074909.666574,58,0.7826826572418213
1732075171.119656,59,0.7821841835975647
1732075437.050975,60,0.7818360924720764
1732076053.524751,61,0.7814146876335144
1732076318.849011,62,0.781017541885376
1732076583.423048,63,0.7807811498641968
1732077202.462878,64,0.7802613377571106
1732077464.480773,65,0.7799890637397766
1732077728.696848,66,0.7798181176185608
1732078388.939529,67,0.7795900106430054
1732078653.222545,68,0.7794063687324524
1732078917.702084,69,0.779106080532074
1732079582.96142,70,0.7790225744247437
1732079847.858258,71,0.7788519859313965
1732080109.33604,72,0.7786478400230408
1732080776.003076,73,0.7785815596580505
1732081040.873474,74,0.7785491943359375
1732081307.906102,75,0.7784157395362854
1732081943.702213,76,0.7783477306365967
1732082201.661854,77,0.7783210277557373
1732082463.71371,78,0.7781428694725037
1732083078.397282,79,0.7781188488006592
1732083342.225951,80,0.7780585885047913
1732083605.947902,81,0.7778668403625488
1732084266.004169,82,0.777794361114502
1732084532.790703,83,0.7777359485626221
1732084791.367568,84,0.7775092720985413
1732085412.758372,85,0.7775187492370605
1732085677.15181,86,0.7774103283882141
1732085941.635949,87,0.7773230075836182
1732086560.910426,88,0.7773215770721436
1732086825.575311,89,0.7770947813987732
1732087084.868709,90,0.7770450711250305
1732087707.752066,91,0.7769238948822021
1732087968.910335,92,0.7768681049346924
1732088231.735135,93,0.7767594456672668
1732088850.940109,94,0.7766662836074829
1732089113.362942,95,0.7766051888465881
1732089370.096986,96,0.7764996290206909
1732090028.473184,97,0.776310920715332
1732090284.282266,98,0.7762885689735413
1732090546.97335,99,0.7762458324432373
1732091206.946046,100,0.7761154770851135
1732091464.228343,101,0.776024580001831
